ticker,company,market,meeting_type,run_no,status,elapsed_s,agendas,followup_count
145020,휴젤,KOSDAQ,annual,2,no_filing,0.0,0,0
145020,휴젤,KOSDAQ,annual,3,no_filing,0.0,0,0
083650,비에이치아이,KOSDAQ,annual,1,no_filing,25.6,0,0
083650,비에이치아이,KOSDAQ,annual,2,no_filing,0.0,0,0
083650,비에이치아이,KOSDAQ,annual,3,no_filing,0.0,0,0
043260,성호전자,KOSDAQ,annual,1,no_filing,5.2,0,0
043260,성호전자,KOSDAQ,annual,2,no_filing,0.0,0,0
043260,성호전자,KOSDAQ,annual,3,no_filing,0.0,0,0
005290,동진쎄미켐,KOSDAQ,annual,1,no_filing,18.0,0,0
005290,동진쎄미켐,KOSDAQ,annual,2,no_filing,0.2,0,0
