corp_code,corp_name,stock_code,rcept_no,rcept_dt,report_nm,is_correction,is_extraordinary
00218575,황금에스티,032560,20250311000649,20250311,주주총회소집공고,False,False
00218575,황금에스티,032560,20240313000994,20240313,주주총회소집공고,False,False
00991191,앱클론,174900,20260227005778,20260227,주주총회소집공고,False,False
00991191,앱클론,174900,20250306000543,20250306,주주총회소집공고,False,False
00991191,앱클론,174900,20240305000113,20240305,주주총회소집공고,False,False
00134316,세원정공,021820,20250915000356,20250915,주주총회소집공고,False,False
00134316,세원정공,021820,20250123000399,20250123,주주총회소집공고,False,False
00134316,세원정공,021820,20240912000511,20240912,주주총회소집공고,False,False
01301623,비씨엔씨,146320,20260304001255,20260304,[기재정정]주주총회소집공고,True,False
01301623,비씨엔씨,146320,20260304001138,20260304,주주총회소집공고,False,False
01301623,비씨엔씨,146320,20250311001118,20250311,[기재정정]주주총회소집공고,True,False
01301623,비씨엔씨,146320,20250311001113,20250311,[기재정정]주주총회소집공고,True,False
01301623,비씨엔씨,146320,20250311001059,20250311,[기재정정]주주총회소집공고,True,False
01301623,비씨엔씨,146320,20250311000873,20250311,주주총회소집공고,False,False
01301623,비씨엔씨,146320,20240311000496,20240311,주주총회소집공고,False,False
00139685,양지사,030960,20250904000080,20250904,주주총회소집공고,False,False
00139685,양지사,030960,20240912000071,20240912,주주총회소집공고,False,False
00103042,케이씨티시,009070,20260312000954,20260312,주주총회소집공고,False,False
